Score,Title,Agency,CloseDate,DaysLeft,OppNumber,Category,Eligibility,URL,MissionHits,ProgramHits,TechHits,MissionPts,ProgramPts,TechPts,ScoreBreakdown
4,Pacific Regional Partnership Intermediary Agreement,Air Force -- Research Lab,,,FA9453-23-R-001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Foundations for Operating the National Artificial Intelligence Research Resource: the NAIRR Operations Center  (NAIRR-OC),U.S. National Science Foundation,02/04/2026,113,25-546,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,U.S. Embassy Praia Ambassador&rsquo;s Special Self-Help (SSH) Program,U.S. Mission to Cape Verde,,,AFPRA-20-04,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Public Affairs Section Notice of Funding Opportunity 2020,U.S. Mission to Cambodia,,,PAS-SCB-600-20-PAS-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,U.S. Embassy Buenos Aires PAS Strategic Programs,U.S. Mission to Argentina,,,PAS-AR200-FY25-05,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Notice of Funding Opportunity (NOFO) SUSI Civic Engagement and Environmental Issues Selection Process,U.S. Mission to Spain,,,SPAINNOFOSUSI2023,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Rural Health Transformation Program,Centers for Medicare & Medicaid Services,11/05/2025,22,CMS-RHT-26-001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Institutional Training Programs to Advance Translational Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (T32 Clinical Trial Not Allowed),National Institutes of Health,09/25/2026,346,PAR-25-247,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Independent Clinical Trial Not Allowed),National Institutes of Health,01/07/2026,85,PAR-23-071,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIAID Physician-Scientist Pathway to Independence Award (K99/R00 Clinical Trial Required),National Institutes of Health,01/07/2026,85,PAR-23-070,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32),National Institutes of Health,05/04/2028,933,PA-25-168,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,New NIA Institutional Training Programs for Aging Research,National Institutes of Health,,,PAR-25-410,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T32),National Institutes of Health,01/25/2027,468,PAR-24-235,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Innovative Programs to Enhance Research Training (IPERT) (R25 Independent Clinical Trial Not Allowed),National Institutes of Health,10/14/2026,365,PAR-24-252,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T34),National Institutes of Health,01/25/2027,468,PAR-24-236,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Ruth L. Kirschstein National Research Service Award (NRSA) Short-Term Institutional Research Training Grant (Parent T35),National Institutes of Health,05/07/2028,936,PA-25-280,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,"Enhancing Capacity &amp; Accelerating Sustainability of Public Health Systems in India to Prevent, Detect and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies",Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0051,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,"Homeless Veterans&rsquo; Reintegration Program (HVRP), Incarcerated Veterans&rsquo; Transition Program (IVTP), and the Homeless Women Veterans' and Homeless Veterans' with Children Reintegration Grant Program (HWVHVWC) (referred to collectively as HVRP)",Veterans Employment and Training Service,,,FOA-VETS-26-01,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Protecting and Improving Global Public Health: Strengthening and Sustaining Public Health Systems in Ghana,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0047,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Occupational Safety and Health Training Project Grants (T03),Centers for Disease Control and Prevention - ERA,10/30/2025,16,RFA-OH-25-003,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Supporting sustainable health systems and laboratory services in Cote d'Ivoire under the President's Emergency Plan for AIDS Relief (PEPFAR),Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0123,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,"Targeted strengthening of Botswana's national data, performance management and health security systems for a sustainable and government-led HIV/TB and related public health threat response under the President's Emergency Plan for AIDS Relief (PEPFAR)",Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0126,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Single Source for Establishing Pilot/Opportunity program for AI Models to Accelerate Diabetes Research (U24- Clinical Trials not allowed),National Institutes of Health,,,RFA-DK-26-314,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Strategic support for human resources for health for the Ministry of Health and Social Services (MOHSS) to sustain HIV epidemic control in Namibia under the U.S. President's Emergency Plan for AIDS Relief (PEPFAR),Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0167,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Support for laboratory diagnosis and monitoring to scale up and improve HIV/AIDS care and treatment services for Caribbean countries supported under the President's Emergency Plan for AIDS Relief (PEPFAR),Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0128,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,STARBASE Wright Patt,Air Force -- Research Lab,,,FOA-AFRL-PZLDA-2021-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,English-Language Program for Disadvantaged Communities Initiatives Program,U.S. Mission to Azerbaijan,,,DOS-AZE-PD-24-02,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Health Equity Data Access Program (HEDAP),Centers for Medicare & Medicaid Services,,,CMS-2L2-25-001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed),National Institutes of Health,05/05/2026,203,PAR-23-229,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,"Mission Spain Public Diplomacy NOFO Defensa y Yo 5.0, 2024-2025",U.S. Mission to Spain,,,ESP24NOFODEFENSAYYO5,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Limited Competition: Superfund Hazardous Substance Research and Training&#8239;Program (P42 Clinical Trial Optional)&#8239;,National Institutes of Health,,,TEMP-30582,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIEHS Worker Training Program&rsquo;s SBIR E-Learning for HAZMAT and Emergency Response (R43/R44 Clinical Trial Not Allowed),National Institutes of Health,,,TEMP-30794,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Understanding the Intersection of Forced Scamming and Child Labor in Southeast Asia,Bureau of International Labor Affairs,,,RFI-ILAB-24-01,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,ANNUAL PROGRAM STATEMENT - PUBLIC AFFAIRS ITALY,U.S. Mission to Italy,,,ROMENOFO002DOSEUR,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Notice of Intent to Publish a Funding Opportunity Announcement for NIEHS Worker Training Program&rsquo;s Hazardous Materials Worker Health and Safety Training (U45 &ndash; Clinical Trials Not Allowed),National Institutes of Health,,,TEMP-31337,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Commercial Fishing Occupational Safety Training Project Grants (T03),Centers for Disease Control and Prevention - ERA,01/31/2028,839,RFA-OH-22-006,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Air Force Defense Research Sciences Conference and Workshop Support,Air Force Office of Scientific Research,,,BAA-AFRL-AFOSR-2016-0008,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Fostering Collaboration Across Ryan White HIV/AIDS Programs (RWHAPs) to Engage People with HIV in Care,Health Resources and Services Administration,11/17/2025,34,HRSA-26-014,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,U.S. Mission T&uuml;rkiye Public Diplomacy Grants Program,Bureau of European and Eurasian Affairs,,,TR-NOFO-FY25-02,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Mission Spain Public Diplomacy 2022 Annual Program Statement,U.S. Mission to Spain,,,ESP22APS,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Flexible Funding Model-Infrastructure Development and Maintenance for State Manufactured Food Regulatory Programs (U2F) Clinical Trials Not Allowed,Food and Drug Administration,,,FOR-FD-24-009,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Media Training &amp; Development (MT&amp;D)  Small Grants Program,U.S. Mission to Venezuela,,,FY-2021VE002,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIGMS Institutional Biomedical Undergraduate Research Training Program,National Institutes of Health,,,FOR-GM-26-002,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Infertility Training Center,Office of the Assistant Secretary for Health,,,PA-FPT-25-002,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Updated National Dislocated Worker Grant Program Guidance and Application Information,Employment and Training Administration,12/31/2026,443,ETA-TEGL-09-24,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Air Delivered Effects,Munitions Directorate,03/21/2027,523,FA8651-22-S-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,STARBASE Cherry Point,NAVAIR,,,N6852025RFPREQJC000000135,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,  Regional Resource Condition Assessment ,National Park Service,,,P16AS00333,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,NIST MEP Disaster Assessment Program,National Institute of Standards and Technology,,,2020-NIST-MEP-MDAP-01,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Department of Defense HIV/AIDS Prevention Program,Dept. of the Army -- USAMRAA,09/18/2027,704,W81XWH-22-DHAPP,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Continuing Human Enabling Enhancing Restoring and Sustaining,Air Force -- Research Lab,08/22/2044,6887,FA238424S2233,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Research and Development (RAD) Directed Energy (RD) University Assistance Instruments,Air Force -- Research Lab,07/18/2029,1373,RDK-RAD-FOA-2024,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,FY24-25 Federal-State Partnership for Intercity Passenger Rail Grant Program - National,DOT - Federal Railroad Administration,01/07/2026,85,FR-FSP-25-006,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Defense Production Act Title III Expansion of Domestic Production Capability and Capacity,Air Force -- Research Lab,07/12/2026,271,FA8650-19-S-5010,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",Air Force -- Research Lab,05/10/2043,6417,FA2391-23-S-2403,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021),Air Force Academy,,,FA7000-21-S-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Broad Agency Announcement for Fundamental AI Research,Army Contracting Command Rock Island,,,W519TC-25-S-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,FY23 Forest Service Pesticide Impact Assessment Program,Forest Service,,,USDA-FS-FHP-FS-PIAP-FY2023,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Collaboration for Innovative Research on Aircraft Structure (CIRAS),Air Force -- Research Lab,05/11/2026,209,FA865021S2205,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Air Dominance Broad Agency Announcement (BAA),Munitions Directorate,10/31/2029,1478,FA865125S0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Technical Assistance and Training Grant Program,Rural Utilities Service,12/31/2025,78,TAT-FY26,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,FY25 Naval Air Warfare Center Aircraft Division Office-Wide Broad Agency Announcement,NAVAIR,06/22/2026,251,N00421-25-S-0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
4,Research Interests of the Air Force Office of Scientific Research,Air Force Office of Scientific Research,,,FA955025S0001,Not specified,Not specified,Not specified,0,0,1,0,0,4,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 1, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 4}"
0,Research in the Formation of Engineers,U.S. National Science Foundation,,,PD-24-1340,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NDEP STEM Open NFO,Washington Headquarters Services,02/08/2028,847,HQ003423NFOEASD01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Louis Stokes Alliances for Minority Participation,U.S. National Science Foundation,11/21/2025,38,24-563,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Centers of Research Excellence in Science and Technology,U.S. National Science Foundation,12/04/2026,416,23-595,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 &ndash; 2024,National Aeronautics and Space Administration,,,NNH19ZHA001C,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,International Research Experiences for Students,U.S. National Science Foundation,10/26/2026,377,24-506,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF's Eddie Bernice Johnson Inclusion across the Nation of Communities of Learners of Underrepresented Discoverers in Engineering and Science (INCLUDES) Initiative,U.S. National Science Foundation,10/28/2025,14,22-622,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Geospace Cluster,U.S. National Science Foundation,,,PD-24-7789,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,MINORITY SERVING INSTITUTIONS PARTNERSHIP PROGRAM (MSIPP) CONSORTIA GRANT PROGRAM (CGP),NNSA,06/15/2026,244,DE-FOA-0003285,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Atmosphere Cluster,U.S. National Science Foundation,,,PD-24-7790,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Science Foundation Translation to Practice,U.S. National Science Foundation,01/20/2026,98,25-540,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,PFE: Research Initiation in Engineering Formation,U.S. National Science Foundation,11/12/2025,29,20-558,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Short Courses on Innovative Methodologies and Approaches in the Behavioral and Social Sciences (R25 Clinical Trials Not Allowed),National Institutes of Health,04/09/2027,542,RFA-OD-25-003,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,EPSCoR Research Infrastructure Improvement Program: EPSCoR Collaborations for Optimizing Research Ecosystems,U.S. National Science Foundation,07/21/2026,280,25-523,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Venezuela Annual Program Statement,U.S. Mission to Venezuela,,,FY2022VE001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Venezuela Annual Program Statement,U.S. Mission to Venezuela,,,FY-2021VE001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Annual Program Statement (APS),U.S. Mission to Greece,,,PDS-ATHENS-FY25-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF National Quantum Virtual Laboratory - Quantum Testbeds,U.S. National Science Foundation,04/07/2026,175,24-586,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Building National Partnerships for the Prevention of Emerging and Reemerging Infectious Diseases,Centers for Disease Control - NCEZID,,,CDC-RFA-CK-26-0107,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,A Science of Science Approach to Analyzing and Innovating the Biomedical Research Enterprise,U.S. National Science Foundation,02/09/2026,118,23-569,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
